"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"13.08.2023 02:30 - 13.08.2023 02:45","32598","34412"
"13.08.2023 02:45 - 13.08.2023 03:00","32554","34305"
"13.08.2023 03:00 - 13.08.2023 03:15","32383","34235"
"13.08.2023 03:15 - 13.08.2023 03:30","32246","34108"
"13.08.2023 03:30 - 13.08.2023 03:45","32080","34011"
"13.08.2023 03:45 - 13.08.2023 04:00","32031","33868"
"13.08.2023 04:00 - 13.08.2023 04:15","32420","33718"
"13.08.2023 04:15 - 13.08.2023 04:30","32473","33600"
"13.08.2023 04:30 - 13.08.2023 04:45","32555","33733"
"13.08.2023 04:45 - 13.08.2023 05:00","32568","33579"
"13.08.2023 05:00 - 13.08.2023 05:15","32690","34094"
"13.08.2023 05:15 - 13.08.2023 05:30","32732","34036"
"13.08.2023 05:30 - 13.08.2023 05:45","32652","34154"
"13.08.2023 05:45 - 13.08.2023 06:00","32739","34259"
"13.08.2023 06:00 - 13.08.2023 06:15","32975","34346"
"13.08.2023 06:15 - 13.08.2023 06:30","33100","34309"
"13.08.2023 06:30 - 13.08.2023 06:45","33437","34836"
"13.08.2023 06:45 - 13.08.2023 07:00","33652","35507"
"13.08.2023 07:00 - 13.08.2023 07:15","34294","36107"
"13.08.2023 07:15 - 13.08.2023 07:30","34858","36481"
"13.08.2023 07:30 - 13.08.2023 07:45","35499","37222"
"13.08.2023 07:45 - 13.08.2023 08:00","36085","37928"
"13.08.2023 08:00 - 13.08.2023 08:15","36991","38919"
"13.08.2023 08:15 - 13.08.2023 08:30","37733","39548"
"13.08.2023 08:30 - 13.08.2023 08:45","38676","40154"
"13.08.2023 08:45 - 13.08.2023 09:00","39340","40875"
"13.08.2023 09:00 - 13.08.2023 09:15","40729","41499"
"13.08.2023 09:15 - 13.08.2023 09:30","41606","41922"
"13.08.2023 09:30 - 13.08.2023 09:45","42292","42642"
"13.08.2023 09:45 - 13.08.2023 10:00","42790","43017"
"13.08.2023 10:00 - 13.08.2023 10:15","43563","43583"
"13.08.2023 10:15 - 13.08.2023 10:30","44094","43600"
"13.08.2023 10:30 - 13.08.2023 10:45","44580","43982"
"13.08.2023 10:45 - 13.08.2023 11:00","44821","44343"
"13.08.2023 11:00 - 13.08.2023 11:15","45450","44568"
"13.08.2023 11:15 - 13.08.2023 11:30","45869","45040"
"13.08.2023 11:30 - 13.08.2023 11:45","46090","45699"
"13.08.2023 11:45 - 13.08.2023 12:00","46424","45734"
"13.08.2023 12:00 - 13.08.2023 12:15","46657","45106"
"13.08.2023 12:15 - 13.08.2023 12:30","46623","44795"
"13.08.2023 12:30 - 13.08.2023 12:45","46310","44626"
"13.08.2023 12:45 - 13.08.2023 13:00","46072","44403"
"13.08.2023 13:00 - 13.08.2023 13:15","46233","43970"
"13.08.2023 13:15 - 13.08.2023 13:30","45989","44140"
"13.08.2023 13:30 - 13.08.2023 13:45","45604","43541"
"13.08.2023 13:45 - 13.08.2023 14:00","45147","43030"
"13.08.2023 14:00 - 13.08.2023 14:15","44727","42538"
"13.08.2023 14:15 - 13.08.2023 14:30","44772","42219"
"13.08.2023 14:30 - 13.08.2023 14:45","44449","41822"
"13.08.2023 14:45 - 13.08.2023 15:00","44625","41869"
"13.08.2023 15:00 - 13.08.2023 15:15","45392","42018"
"13.08.2023 15:15 - 13.08.2023 15:30","45471","42169"
"13.08.2023 15:30 - 13.08.2023 15:45","45390","42034"
"13.08.2023 15:45 - 13.08.2023 16:00","45130","41706"
"13.08.2023 16:00 - 13.08.2023 16:15","44608","41666"
"13.08.2023 16:15 - 13.08.2023 16:30","44370","41404"
"13.08.2023 16:30 - 13.08.2023 16:45","44397","41366"
"13.08.2023 16:45 - 13.08.2023 17:00","44182","41197"
"13.08.2023 17:00 - 13.08.2023 17:15","44078","41763"
"13.08.2023 17:15 - 13.08.2023 17:30","43927","41664"
"13.08.2023 17:30 - 13.08.2023 17:45","44027","42073"
"13.08.2023 17:45 - 13.08.2023 18:00","44176","42513"
"13.08.2023 18:00 - 13.08.2023 18:15","44123","43153"
"13.08.2023 18:15 - 13.08.2023 18:30","43996","43148"
"13.08.2023 18:30 - 13.08.2023 18:45","43980","43406"
"13.08.2023 18:45 - 13.08.2023 19:00","43699","43599"
"13.08.2023 19:00 - 13.08.2023 19:15","43631","43920"
"13.08.2023 19:15 - 13.08.2023 19:30","43282","43693"
"13.08.2023 19:30 - 13.08.2023 19:45","43124","43512"
"13.08.2023 19:45 - 13.08.2023 20:00","42629","43597"
"13.08.2023 20:00 - 13.08.2023 20:15","42647","43694"
"13.08.2023 20:15 - 13.08.2023 20:30","42153","43428"
"13.08.2023 20:30 - 13.08.2023 20:45","41824","43075"
"13.08.2023 20:45 - 13.08.2023 21:00","41609","43057"
"13.08.2023 21:00 - 13.08.2023 21:15","41401","43543"
"13.08.2023 21:15 - 13.08.2023 21:30","41232","43534"
"13.08.2023 21:30 - 13.08.2023 21:45","40953","43238"
"13.08.2023 21:45 - 13.08.2023 22:00","40554","42829"
"13.08.2023 22:00 - 13.08.2023 22:15","40311","42511"
"13.08.2023 22:15 - 13.08.2023 22:30","39898","42092"
"13.08.2023 22:30 - 13.08.2023 22:45","39207","41547"
"13.08.2023 22:45 - 13.08.2023 23:00","38666","40842"
"13.08.2023 23:00 - 13.08.2023 23:15","38055","40127"
"13.08.2023 23:15 - 13.08.2023 23:30","37515","39574"
"13.08.2023 23:30 - 13.08.2023 23:45","37043","39096"
"13.08.2023 23:45 - 14.08.2023 00:00","36467","38705"
"14.08.2023 00:00 - 14.08.2023 00:15","35946","38114"
"14.08.2023 00:15 - 14.08.2023 00:30","35591","37861"
"14.08.2023 00:30 - 14.08.2023 00:45","35160","37515"
"14.08.2023 00:45 - 14.08.2023 01:00","34924","37382"
"14.08.2023 01:00 - 14.08.2023 01:15","34543","36812"
"14.08.2023 01:15 - 14.08.2023 01:30","34126","36712"
"14.08.2023 01:30 - 14.08.2023 01:45","33793","36455"
"14.08.2023 01:45 - 14.08.2023 02:00","33708","36347"
"14.08.2023 02:00 - 14.08.2023 02:15","33856","35980"
"14.08.2023 02:15 - 14.08.2023 02:30","33580","35820"
"14.08.2023 02:30 - 14.08.2023 02:45","33685","35683"
"14.08.2023 02:45 - 14.08.2023 03:00","33568","35766"
"14.08.2023 03:00 - 14.08.2023 03:15","34046","35687"
"14.08.2023 03:15 - 14.08.2023 03:30","34327","35760"
"14.08.2023 03:30 - 14.08.2023 03:45","34568","35999"
"14.08.2023 03:45 - 14.08.2023 04:00","34987","35893"
"14.08.2023 04:00 - 14.08.2023 04:15","35514","36232"
"14.08.2023 04:15 - 14.08.2023 04:30","35976","36549"
"14.08.2023 04:30 - 14.08.2023 04:45","36490","37075"
"14.08.2023 04:45 - 14.08.2023 05:00","36963","37479"
"14.08.2023 05:00 - 14.08.2023 05:15","38379","38804"
"14.08.2023 05:15 - 14.08.2023 05:30","39315","39378"
"14.08.2023 05:30 - 14.08.2023 05:45","40267","40505"
"14.08.2023 05:45 - 14.08.2023 06:00","41396","41886"
"14.08.2023 06:00 - 14.08.2023 06:15","43518","44221"
"14.08.2023 06:15 - 14.08.2023 06:30","44871","45724"
"14.08.2023 06:30 - 14.08.2023 06:45","45815","46864"
"14.08.2023 06:45 - 14.08.2023 07:00","47137","48027"
"14.08.2023 07:00 - 14.08.2023 07:15","48555","49477"
"14.08.2023 07:15 - 14.08.2023 07:30","49633","50487"
"14.08.2023 07:30 - 14.08.2023 07:45","50699","51519"
"14.08.2023 07:45 - 14.08.2023 08:00","51558","52484"
"14.08.2023 08:00 - 14.08.2023 08:15","52458","53602"
"14.08.2023 08:15 - 14.08.2023 08:30","53127","54733"
"14.08.2023 08:30 - 14.08.2023 08:45","53598","55264"
"14.08.2023 08:45 - 14.08.2023 09:00","53960","55686"
"14.08.2023 09:00 - 14.08.2023 09:15","53998","55921"
"14.08.2023 09:15 - 14.08.2023 09:30","54367","56635"
"14.08.2023 09:30 - 14.08.2023 09:45","54830","56947"
"14.08.2023 09:45 - 14.08.2023 10:00","54960","57203"
"14.08.2023 10:00 - 14.08.2023 10:15","55309","57580"
"14.08.2023 10:15 - 14.08.2023 10:30","55784","57723"
"14.08.2023 10:30 - 14.08.2023 10:45","56242","57879"
"14.08.2023 10:45 - 14.08.2023 11:00","56572","57966"
"14.08.2023 11:00 - 14.08.2023 11:15","57237","58244"
"14.08.2023 11:15 - 14.08.2023 11:30","57931","58661"
"14.08.2023 11:30 - 14.08.2023 11:45","58456","59095"
"14.08.2023 11:45 - 14.08.2023 12:00","58553","59333"
"14.08.2023 12:00 - 14.08.2023 12:15","59205","58906"
"14.08.2023 12:15 - 14.08.2023 12:30","59333","58870"
"14.08.2023 12:30 - 14.08.2023 12:45","59076","58515"
"14.08.2023 12:45 - 14.08.2023 13:00","59015","58367"
"14.08.2023 13:00 - 14.08.2023 13:15","59172","58440"
"14.08.2023 13:15 - 14.08.2023 13:30","59071","58185"
"14.08.2023 13:30 - 14.08.2023 13:45","58590","57358"
"14.08.2023 13:45 - 14.08.2023 14:00","58282","56814"
"14.08.2023 14:00 - 14.08.2023 14:15","58365","56408"
"14.08.2023 14:15 - 14.08.2023 14:30","58330","56107"
"14.08.2023 14:30 - 14.08.2023 14:45","58401","55750"
"14.08.2023 14:45 - 14.08.2023 15:00","58374","55592"
"14.08.2023 15:00 - 14.08.2023 15:15","58604","55935"
"14.08.2023 15:15 - 14.08.2023 15:30","58106","55262"
"14.08.2023 15:30 - 14.08.2023 15:45","58037","54839"
"14.08.2023 15:45 - 14.08.2023 16:00","57528","54572"
"14.08.2023 16:00 - 14.08.2023 16:15","57265","54349"
"14.08.2023 16:15 - 14.08.2023 16:30","56918","53998"
"14.08.2023 16:30 - 14.08.2023 16:45","56075","53501"
"14.08.2023 16:45 - 14.08.2023 17:00","55667","53789"
"14.08.2023 17:00 - 14.08.2023 17:15","55578","54151"
"14.08.2023 17:15 - 14.08.2023 17:30","54860","53892"
"14.08.2023 17:30 - 14.08.2023 17:45","54817","54283"
"14.08.2023 17:45 - 14.08.2023 18:00","54903","54571"
"14.08.2023 18:00 - 14.08.2023 18:15","53916","54612"
"14.08.2023 18:15 - 14.08.2023 18:30","53265","54565"
"14.08.2023 18:30 - 14.08.2023 18:45","53160","54514"
"14.08.2023 18:45 - 14.08.2023 19:00","53051","54755"
"14.08.2023 19:00 - 14.08.2023 19:15","52101","54822"
"14.08.2023 19:15 - 14.08.2023 19:30","51619","54098"
"14.08.2023 19:30 - 14.08.2023 19:45","51434","54022"
"14.08.2023 19:45 - 14.08.2023 20:00","51053","53628"
"14.08.2023 20:00 - 14.08.2023 20:15","50779","52951"
"14.08.2023 20:15 - 14.08.2023 20:30","49988","52429"
"14.08.2023 20:30 - 14.08.2023 20:45","49485","52217"
"14.08.2023 20:45 - 14.08.2023 21:00","48940","51936"
"14.08.2023 21:00 - 14.08.2023 21:15","48685","51818"
"14.08.2023 21:15 - 14.08.2023 21:30","48145","51422"
"14.08.2023 21:30 - 14.08.2023 21:45","47526","50912"
"14.08.2023 21:45 - 14.08.2023 22:00","46341","50182"
"14.08.2023 22:00 - 14.08.2023 22:15","45845","49311"
"14.08.2023 22:15 - 14.08.2023 22:30","45160","48527"
"14.08.2023 22:30 - 14.08.2023 22:45","44149","47297"
"14.08.2023 22:45 - 14.08.2023 23:00","43250","46556"
"14.08.2023 23:00 - 14.08.2023 23:15","42826","45561"
"14.08.2023 23:15 - 14.08.2023 23:30","42209","44774"
"14.08.2023 23:30 - 14.08.2023 23:45","41581","44160"
"14.08.2023 23:45 - 15.08.2023 00:00","40889","43156"
"15.08.2023 00:00 - 15.08.2023 00:15","41612","42835"
"15.08.2023 00:15 - 15.08.2023 00:30","41365","42446"
"15.08.2023 00:30 - 15.08.2023 00:45","41144","41860"
"15.08.2023 00:45 - 15.08.2023 01:00","40880","41171"
"15.08.2023 01:00 - 15.08.2023 01:15","40438","41182"
"15.08.2023 01:15 - 15.08.2023 01:30","40171","40753"
"15.08.2023 01:30 - 15.08.2023 01:45","39828","40702"
"15.08.2023 01:45 - 15.08.2023 02:00","39689","40264"
"15.08.2023 02:00 - 15.08.2023 02:15","39517","39585"
"15.08.2023 02:15 - 15.08.2023 02:30","39372","39388"
"15.08.2023 02:30 - 15.08.2023 02:45","39351","39711"
"15.08.2023 02:45 - 15.08.2023 03:00","39346","40041"
"15.08.2023 03:00 - 15.08.2023 03:15","39582","39982"
"15.08.2023 03:15 - 15.08.2023 03:30","39652","39922"
"15.08.2023 03:30 - 15.08.2023 03:45","39771","39892"
"15.08.2023 03:45 - 15.08.2023 04:00","39960","39586"
"15.08.2023 04:00 - 15.08.2023 04:15","40477","39273"
"15.08.2023 04:15 - 15.08.2023 04:30","40806","38717"
"15.08.2023 04:30 - 15.08.2023 04:45","41134","39400"
"15.08.2023 04:45 - 15.08.2023 05:00","41541","39928"
"15.08.2023 05:00 - 15.08.2023 05:15","42708","41347"
"15.08.2023 05:15 - 15.08.2023 05:30","43245","41325"
"15.08.2023 05:30 - 15.08.2023 05:45","44071","42082"
"15.08.2023 05:45 - 15.08.2023 06:00","44960","43219"
"15.08.2023 06:00 - 15.08.2023 06:15","47191","45301"
"15.08.2023 06:15 - 15.08.2023 06:30","48502","46721"
"15.08.2023 06:30 - 15.08.2023 06:45","49526","48031"
"15.08.2023 06:45 - 15.08.2023 07:00","50447","49215"
"15.08.2023 07:00 - 15.08.2023 07:15","51729","50797"
"15.08.2023 07:15 - 15.08.2023 07:30","52790","51870"
"15.08.2023 07:30 - 15.08.2023 07:45","53663","52939"
"15.08.2023 07:45 - 15.08.2023 08:00","54406","53868"
"15.08.2023 08:00 - 15.08.2023 08:15","55031","54911"
"15.08.2023 08:15 - 15.08.2023 08:30","55585","55609"
"15.08.2023 08:30 - 15.08.2023 08:45","56047","55802"
"15.08.2023 08:45 - 15.08.2023 09:00","56394","55499"
"15.08.2023 09:00 - 15.08.2023 09:15","56754","55671"
"15.08.2023 09:15 - 15.08.2023 09:30","57205","55900"
"15.08.2023 09:30 - 15.08.2023 09:45","57752","56243"
"15.08.2023 09:45 - 15.08.2023 10:00","58160","56756"
"15.08.2023 10:00 - 15.08.2023 10:15","58653","56934"
"15.08.2023 10:15 - 15.08.2023 10:30","58961","57383"
"15.08.2023 10:30 - 15.08.2023 10:45","59328","57886"
"15.08.2023 10:45 - 15.08.2023 11:00","59558","58238"
"15.08.2023 11:00 - 15.08.2023 11:15","59807","58679"
"15.08.2023 11:15 - 15.08.2023 11:30","60285","58959"
"15.08.2023 11:30 - 15.08.2023 11:45","60581","59025"
"15.08.2023 11:45 - 15.08.2023 12:00","60565","59192"
"15.08.2023 12:00 - 15.08.2023 12:15","60693","58775"
"15.08.2023 12:15 - 15.08.2023 12:30","60639","58470"
"15.08.2023 12:30 - 15.08.2023 12:45","60621","58806"
"15.08.2023 12:45 - 15.08.2023 13:00","60566","58779"
"15.08.2023 13:00 - 15.08.2023 13:15","60530","58497"
"15.08.2023 13:15 - 15.08.2023 13:30","60268","58490"
"15.08.2023 13:30 - 15.08.2023 13:45","59897","58266"
"15.08.2023 13:45 - 15.08.2023 14:00","59437","57172"
"15.08.2023 14:00 - 15.08.2023 14:15","58956","56969"
"15.08.2023 14:15 - 15.08.2023 14:30","58835","57771"
"15.08.2023 14:30 - 15.08.2023 14:45","58712","57331"
"15.08.2023 14:45 - 15.08.2023 15:00","58575","56642"
"15.08.2023 15:00 - 15.08.2023 15:15","58648","56716"
"15.08.2023 15:15 - 15.08.2023 15:30","58284","56145"
"15.08.2023 15:30 - 15.08.2023 15:45","57863","55837"
"15.08.2023 15:45 - 15.08.2023 16:00","57494","55109"
"15.08.2023 16:00 - 15.08.2023 16:15","57384","54819"
"15.08.2023 16:15 - 15.08.2023 16:30","57230","54252"
"15.08.2023 16:30 - 15.08.2023 16:45","56835","53999"
"15.08.2023 16:45 - 15.08.2023 17:00","56525","53758"
"15.08.2023 17:00 - 15.08.2023 17:15","56409","53659"
"15.08.2023 17:15 - 15.08.2023 17:30","56114","53434"
"15.08.2023 17:30 - 15.08.2023 17:45","56120","53510"
"15.08.2023 17:45 - 15.08.2023 18:00","56063","53461"
"15.08.2023 18:00 - 15.08.2023 18:15","55752","54010"
"15.08.2023 18:15 - 15.08.2023 18:30","55484","54023"
"15.08.2023 18:30 - 15.08.2023 18:45","55458","54071"
"15.08.2023 18:45 - 15.08.2023 19:00","55364","53656"
"15.08.2023 19:00 - 15.08.2023 19:15","55094","53665"
"15.08.2023 19:15 - 15.08.2023 19:30","54677","53254"
"15.08.2023 19:30 - 15.08.2023 19:45","54262","52997"
"15.08.2023 19:45 - 15.08.2023 20:00","53850","52780"
"15.08.2023 20:00 - 15.08.2023 20:15","53361","52103"
"15.08.2023 20:15 - 15.08.2023 20:30","52727","51626"
"15.08.2023 20:30 - 15.08.2023 20:45","52372","51655"
"15.08.2023 20:45 - 15.08.2023 21:00","52031","51131"
"15.08.2023 21:00 - 15.08.2023 21:15","51610","51583"
"15.08.2023 21:15 - 15.08.2023 21:30","51028","51198"
"15.08.2023 21:30 - 15.08.2023 21:45","50411","50208"
"15.08.2023 21:45 - 15.08.2023 22:00","49474","49194"
"15.08.2023 22:00 - 15.08.2023 22:15","48600","48311"
"15.08.2023 22:15 - 15.08.2023 22:30","47785","47565"
"15.08.2023 22:30 - 15.08.2023 22:45","46966","46653"
"15.08.2023 22:45 - 15.08.2023 23:00","46095","45648"
"15.08.2023 23:00 - 15.08.2023 23:15","45245","44684"
"15.08.2023 23:15 - 15.08.2023 23:30","44667","43889"
"15.08.2023 23:30 - 15.08.2023 23:45","43966","43202"
"15.08.2023 23:45 - 16.08.2023 00:00","43273","42570"
"16.08.2023 00:00 - 16.08.2023 00:15","40372","42010"
"16.08.2023 00:15 - 16.08.2023 00:30","39982","41609"
"16.08.2023 00:30 - 16.08.2023 00:45","39514","41103"
"16.08.2023 00:45 - 16.08.2023 01:00","39158","40842"
"16.08.2023 01:00 - 16.08.2023 01:15","38621","40159"
"16.08.2023 01:15 - 16.08.2023 01:30","38468","39916"
"16.08.2023 01:30 - 16.08.2023 01:45","38194","39439"
"16.08.2023 01:45 - 16.08.2023 02:00","37919","39182"
"16.08.2023 02:00 - 16.08.2023 02:15","37971","38830"
"16.08.2023 02:15 - 16.08.2023 02:30","37859","39125"
"16.08.2023 02:30 - 16.08.2023 02:45","37762","38999"
"16.08.2023 02:45 - 16.08.2023 03:00","37861","38942"
"16.08.2023 03:00 - 16.08.2023 03:15","38139","39386"
"16.08.2023 03:15 - 16.08.2023 03:30","38292","39283"
"16.08.2023 03:30 - 16.08.2023 03:45","38426","39426"
"16.08.2023 03:45 - 16.08.2023 04:00","38509","39186"
"16.08.2023 04:00 - 16.08.2023 04:15","38950","39603"
"16.08.2023 04:15 - 16.08.2023 04:30","39311","39482"
"16.08.2023 04:30 - 16.08.2023 04:45","39677","39727"
"16.08.2023 04:45 - 16.08.2023 05:00","40289","40299"
"16.08.2023 05:00 - 16.08.2023 05:15","41318","41403"
"16.08.2023 05:15 - 16.08.2023 05:30","41914","42381"
"16.08.2023 05:30 - 16.08.2023 05:45","42648","43401"
"16.08.2023 05:45 - 16.08.2023 06:00","43708","44508"
"16.08.2023 06:00 - 16.08.2023 06:15","45694","46691"
"16.08.2023 06:15 - 16.08.2023 06:30","47037","48196"
"16.08.2023 06:30 - 16.08.2023 06:45","48049","49151"
"16.08.2023 06:45 - 16.08.2023 07:00","49136","50376"
"16.08.2023 07:00 - 16.08.2023 07:15","50189","51836"
"16.08.2023 07:15 - 16.08.2023 07:30","51075","52941"
"16.08.2023 07:30 - 16.08.2023 07:45","52068","53897"
"16.08.2023 07:45 - 16.08.2023 08:00","52634","54809"
"16.08.2023 08:00 - 16.08.2023 08:15","53540","55787"
"16.08.2023 08:15 - 16.08.2023 08:30","54397","56604"
"16.08.2023 08:30 - 16.08.2023 08:45","55002","57099"
"16.08.2023 08:45 - 16.08.2023 09:00","55193","57357"
"16.08.2023 09:00 - 16.08.2023 09:15","55757","57315"
"16.08.2023 09:15 - 16.08.2023 09:30","56127","58034"
"16.08.2023 09:30 - 16.08.2023 09:45","57028","58635"
"16.08.2023 09:45 - 16.08.2023 10:00","57241","58813"
"16.08.2023 10:00 - 16.08.2023 10:15","57848","58696"
"16.08.2023 10:15 - 16.08.2023 10:30","58091","58810"
"16.08.2023 10:30 - 16.08.2023 10:45","58184","58963"
"16.08.2023 10:45 - 16.08.2023 11:00","58753","58965"
"16.08.2023 11:00 - 16.08.2023 11:15","59283","59193"
"16.08.2023 11:15 - 16.08.2023 11:30","59396","59572"
"16.08.2023 11:30 - 16.08.2023 11:45","59584","59536"
"16.08.2023 11:45 - 16.08.2023 12:00","59472","59455"
"16.08.2023 12:00 - 16.08.2023 12:15","59684","58818"
"16.08.2023 12:15 - 16.08.2023 12:30","59784","58566"
"16.08.2023 12:30 - 16.08.2023 12:45","59473","58402"
"16.08.2023 12:45 - 16.08.2023 13:00","59158","58544"
"16.08.2023 13:00 - 16.08.2023 13:15","59256","58304"
"16.08.2023 13:15 - 16.08.2023 13:30","59164","57839"
"16.08.2023 13:30 - 16.08.2023 13:45","58649","57382"
"16.08.2023 13:45 - 16.08.2023 14:00","58074","56899"
"16.08.2023 14:00 - 16.08.2023 14:15","57568","56676"
"16.08.2023 14:15 - 16.08.2023 14:30","57441","56338"
"16.08.2023 14:30 - 16.08.2023 14:45","57082","56095"
"16.08.2023 14:45 - 16.08.2023 15:00","56623","56085"
"16.08.2023 15:00 - 16.08.2023 15:15","56140","56047"
"16.08.2023 15:15 - 16.08.2023 15:30","56047","55674"
"16.08.2023 15:30 - 16.08.2023 15:45","55871","55611"
"16.08.2023 15:45 - 16.08.2023 16:00","55324","55292"
"16.08.2023 16:00 - 16.08.2023 16:15","55004","55161"
"16.08.2023 16:15 - 16.08.2023 16:30","54622","54760"
"16.08.2023 16:30 - 16.08.2023 16:45","54444","54569"
"16.08.2023 16:45 - 16.08.2023 17:00","54126","54500"
"16.08.2023 17:00 - 16.08.2023 17:15","53972","55099"
"16.08.2023 17:15 - 16.08.2023 17:30","53859","55476"
"16.08.2023 17:30 - 16.08.2023 17:45","53789","55358"
"16.08.2023 17:45 - 16.08.2023 18:00","53968","55138"
"16.08.2023 18:00 - 16.08.2023 18:15","53431","55569"
"16.08.2023 18:15 - 16.08.2023 18:30","52717","55143"
"16.08.2023 18:30 - 16.08.2023 18:45","52519","55138"
"16.08.2023 18:45 - 16.08.2023 19:00","52513","54909"
"16.08.2023 19:00 - 16.08.2023 19:15","52483","54881"
"16.08.2023 19:15 - 16.08.2023 19:30","52042","54281"
"16.08.2023 19:30 - 16.08.2023 19:45","51690","53814"
"16.08.2023 19:45 - 16.08.2023 20:00","51339","53466"
"16.08.2023 20:00 - 16.08.2023 20:15","50466","52876"
"16.08.2023 20:15 - 16.08.2023 20:30","49616","52372"
"16.08.2023 20:30 - 16.08.2023 20:45","49311","52407"
"16.08.2023 20:45 - 16.08.2023 21:00","48874","52614"
"16.08.2023 21:00 - 16.08.2023 21:15","48381","52137"
"16.08.2023 21:15 - 16.08.2023 21:30","47947","51540"
"16.08.2023 21:30 - 16.08.2023 21:45","47078","50808"
"16.08.2023 21:45 - 16.08.2023 22:00","46144","49974"
"16.08.2023 22:00 - 16.08.2023 22:15","45324","49236"
"16.08.2023 22:15 - 16.08.2023 22:30","44291","48400"
"16.08.2023 22:30 - 16.08.2023 22:45","43469","47429"
"16.08.2023 22:45 - 16.08.2023 23:00","42646","46632"
"16.08.2023 23:00 - 16.08.2023 23:15","41587","45547"
"16.08.2023 23:15 - 16.08.2023 23:30","40916","44702"
"16.08.2023 23:30 - 16.08.2023 23:45","40483","44013"
"16.08.2023 23:45 - 17.08.2023 00:00","39811","43300"
"17.08.2023 00:00 - 17.08.2023 00:15","41023","42146"
"17.08.2023 00:15 - 17.08.2023 00:30","40764","41422"
"17.08.2023 00:30 - 17.08.2023 00:45","40408","41071"
"17.08.2023 00:45 - 17.08.2023 01:00","40134","40768"
"17.08.2023 01:00 - 17.08.2023 01:15","39564","40315"
"17.08.2023 01:15 - 17.08.2023 01:30","39252","40063"
"17.08.2023 01:30 - 17.08.2023 01:45","39027","40132"
"17.08.2023 01:45 - 17.08.2023 02:00","38773","39867"
"17.08.2023 02:00 - 17.08.2023 02:15","38584","39618"
"17.08.2023 02:15 - 17.08.2023 02:30","38572","39546"
"17.08.2023 02:30 - 17.08.2023 02:45","38523","39596"
"17.08.2023 02:45 - 17.08.2023 03:00","38566","39677"
"17.08.2023 03:00 - 17.08.2023 03:15","38717","39996"
"17.08.2023 03:15 - 17.08.2023 03:30","38802","39784"
"17.08.2023 03:30 - 17.08.2023 03:45","38962","39738"
"17.08.2023 03:45 - 17.08.2023 04:00","39073","39892"
"17.08.2023 04:00 - 17.08.2023 04:15","39618","39998"
"17.08.2023 04:15 - 17.08.2023 04:30","39902","40266"
"17.08.2023 04:30 - 17.08.2023 04:45","40268","40293"
"17.08.2023 04:45 - 17.08.2023 05:00","40701","40757"
"17.08.2023 05:00 - 17.08.2023 05:15","42013","41806"
"17.08.2023 05:15 - 17.08.2023 05:30","42580","42634"
"17.08.2023 05:30 - 17.08.2023 05:45","43501","43608"
"17.08.2023 05:45 - 17.08.2023 06:00","44634","44868"
"17.08.2023 06:00 - 17.08.2023 06:15","46725","47293"
